state,City,Two Wheeler,Three Wheeler,Four Wheeler,Goods Vehicles,Public Service Vehicle,Special Category Vehicles,Ambulance/Hearses,Construction Equipment Vehicle,Station Name,Operator,Usage Type,Connector Type,Power (kW),station_id,location,charging_type,num_chargers,voltage_level,current_flow,power_consumed,power_loss,voltage_fluctuation
Manipur,Imphal,39443,6117,49614,13729,36814,1827,41209,26589,Power Station,Fortum,Private,CHAdeMO,339,146,Highway,Ultra Fast,34,449.58,68.11,30.62,1.12,3.31
Odisha,Bhubaneswar,18251,41875,21315,5203,10270,9537,41747,39979,Charge Point,IOCL,Private,Type 2,309,147,Rural,Ultra Fast,18,411.41,79.57,32.74,0.43,3.89
Rajasthan,Jaipur,4992,44166,37017,30890,42827,5641,9135,2933,Power Station,IOCL,Private,Type 2,158,148,Semi-Urban,Fast,22,656.31,448.96,294.66,6.25,10.79
Kerala,Trivandrum,48940,17674,36940,18449,8272,3966,36756,42692,Green Charge,EVRE,Private,GB/T,191,149,Urban,Slow,24,361.54,35.04,12.67,1.16,13.53
Dadra and Nagar Haveli and Daman and Diu,Daman,21647,7621,37238,30008,40850,22682,20979,39917,Charge Point,BPCL,Private,GB/T,293,150,Rural,Ultra Fast,7,348.72,206.79,72.11,5.49,11.56
Lakshadweep,Kavaratti,29014,33151,12504,41567,10535,14673,14467,26762,EV Hub,ChargeZone,Public,CCS,163,151,Semi-Urban,Ultra Fast,5,286.55,234.22,67.12,4.76,13.33
Madhya Pradesh,Indore,4551,41687,25941,26654,8565,15718,44325,29628,Power Station,ChargeZone,Private,GB/T,201,152,Urban,Ultra Fast,5,642.6,13.31,8.55,0.68,4.73
Tripura,Agartala,5104,42213,17719,7671,3611,20100,30079,36449,FastCharge,Ather Energy,Public,GB/T,234,153,Rural,Ultra Fast,16,239.09,179.63,42.95,2.4,7.39
Jammu and Kashmir,Srinagar,8925,33720,13790,34339,29469,11103,13458,7913,FastCharge,Ather Energy,Private,CCS,78,154,Rural,Slow,19,741.82,173.14,128.44,8.47,3.63
Karnataka,Mysore,23650,33732,35984,19493,6337,7341,860,38912,FastCharge,Ather Energy,Commercial,Type 2,221,155,Semi-Urban,Ultra Fast,41,762.52,125.98,96.06,4.12,5.57
West Bengal,Kolkata,12408,36508,11328,6611,35664,1587,3078,48693,FastCharge,IOCL,Private,GB/T,146,156,Highway,Ultra Fast,39,514.95,62.1,31.98,2.33,1.85
Sikkim,Gangtok,22576,14721,26309,25231,26353,49213,29740,40705,FastCharge,IOCL,Commercial,Type 2,10,157,Highway,Ultra Fast,16,523.61,456.54,239.05,16.18,6.87
Meghalaya,Shillong,23617,908,7582,15444,26579,19311,7122,459,Power Station,EVRE,Public,CCS,32,158,Rural,Ultra Fast,21,795.16,288.6,229.48,21.69,5.41
Andaman and Nicobar Islands,Port Blair,18299,35900,4387,32431,7470,49200,40672,37113,FastCharge,Tata Power,Commercial,GB/T,101,159,Urban,Ultra Fast,2,235.24,251.47,59.16,2.71,2.96
Goa,Margao,36549,5308,5757,20887,37021,16470,46009,15862,FastCharge,IOCL,Public,GB/T,319,160,Highway,Ultra Fast,39,388.68,49.23,19.13,0.81,5.99
Kerala,Trivandrum,49188,9192,37686,45040,29900,34047,36828,30685,FastCharge,Ather Energy,Commercial,CHAdeMO,27,161,Semi-Urban,Fast,23,715.67,211.62,151.45,11.03,12.64
Puducherry,Puducherry,30064,19311,28340,22996,31976,22022,20974,34066,Power Station,EVRE,Private,Type 2,241,162,Semi-Urban,Slow,28,252.13,268.55,67.71,1.96,10.42
Assam,Silchar,45440,39066,19256,4174,49770,45716,37180,35450,Power Station,Fortum,Public,CHAdeMO,331,163,Urban,Ultra Fast,32,256.6,79.89,20.5,1.56,11.02
Puducherry,Puducherry,8141,7314,46148,38668,9777,947,11787,23155,EV Hub,Fortum,Public,Type 2,293,164,Urban,Fast,47,503.46,234.74,118.18,7.89,8.53
Kerala,Trivandrum,30786,46553,46977,8699,48775,11119,21113,2019,Power Station,EVRE,Commercial,Type 2,331,165,Urban,Slow,11,459.87,450.13,207,2.65,13.35
Puducherry,Puducherry,15302,17759,9166,10043,11981,8566,46819,41137,Power Station,EVRE,Commercial,Type 2,88,166,Rural,Slow,36,600.5,71.12,42.71,3.14,6.37
Ladakh,Leh,34084,13574,5856,20846,3568,17249,23270,43489,Power Station,Tata Power,Commercial,GB/T,144,167,Semi-Urban,Slow,44,763.34,10.93,8.34,0.43,11.14
Puducherry,Puducherry,49887,29492,24070,840,45183,49143,5580,21169,Power Station,EVRE,Private,Type 2,332,168,Rural,Slow,31,263.29,354.03,93.21,2.85,1.15
Kerala,Trivandrum,31978,43428,202,3449,48930,22165,26330,19282,FastCharge,Tata Power,Private,CHAdeMO,46,169,Highway,Fast,49,606.95,130.88,79.44,5.21,5.88
Madhya Pradesh,Bhopal,49601,48053,43522,35374,20559,14485,13064,25306,Charge Point,EVRE,Private,CHAdeMO,187,170,Semi-Urban,Fast,47,682.73,487.53,332.85,18.13,9.62
Dadra and Nagar Haveli and Daman and Diu,Silvassa,9120,44850,5543,11740,341,14912,12637,14258,Power Station,Tata Power,Commercial,Type 2,319,171,Semi-Urban,Ultra Fast,26,632.4,77.82,49.21,3.02,2.7
Chhattisgarh,Bhilai,40036,33795,26836,40015,7198,42923,16521,34185,Charge Point,EVRE,Public,CCS,116,172,Semi-Urban,Ultra Fast,17,563.43,150.48,84.78,1.97,3.65
Kerala,Kochi,41377,23390,2764,48383,35151,30904,22310,4104,EV Hub,IOCL,Private,CHAdeMO,180,173,Highway,Fast,47,416.11,15.11,6.29,0.33,6.17
Uttar Pradesh,Lucknow,9261,20901,48653,16989,23363,43082,2466,34231,Charge Point,EVRE,Private,Type 2,207,174,Rural,Slow,8,658.1,241.34,158.83,12.57,5.99
Sikkim,Gangtok,26781,6497,14217,19169,43851,8694,3141,18072,Power Station,Fortum,Public,GB/T,219,175,Semi-Urban,Fast,14,360.25,186.5,67.19,5.38,7.84
Madhya Pradesh,Bhopal,839,15643,30358,45652,13358,26447,46861,17602,EV Hub,IOCL,Commercial,CHAdeMO,69,176,Highway,Fast,8,249.83,475.77,118.86,2.55,3.68
Tripura,Agartala,35329,56,39227,39018,47493,24213,16773,14340,Charge Point,ChargeZone,Commercial,Type 2,187,177,Highway,Slow,35,317.17,417.07,132.28,6.9,7.03
Tamil Nadu,Chennai,49690,9371,16482,32256,40124,5703,29992,30533,Charge Point,Fortum,Commercial,GB/T,155,178,Urban,Ultra Fast,47,622.42,477.35,297.11,8.07,11.49
Haryana,Faridabad,27638,18297,42661,7506,25643,813,44016,39449,EV Hub,BPCL,Public,CCS,228,179,Rural,Ultra Fast,14,321.68,175.15,56.34,2.72,13.69
Meghalaya,Shillong,22647,45212,45503,19041,37636,34299,21922,747,FastCharge,ChargeZone,Private,GB/T,201,180,Highway,Ultra Fast,13,275.98,151.16,41.72,3.13,6.62
Uttar Pradesh,Noida,30048,4883,27967,32303,27155,31189,35382,9315,Power Station,Tata Power,Commercial,GB/T,230,181,Urban,Slow,13,515.46,155.79,80.3,4.95,6.44
Kerala,Trivandrum,47961,38000,27435,11910,23416,19283,17541,32987,Green Charge,BPCL,Private,CHAdeMO,341,182,Rural,Slow,10,441.41,189.2,83.51,0.85,3.33
Maharashtra,Pune,15495,30853,47082,2467,48892,1708,27398,40112,Charge Point,IOCL,Public,CHAdeMO,60,183,Rural,Fast,6,736.65,260.05,191.57,13.01,5.91
Lakshadweep,Kavaratti,11358,17156,38398,32501,801,36005,30139,49465,Green Charge,ChargeZone,Commercial,CCS,28,184,Urban,Fast,23,420.66,289.18,121.65,10.68,11.27
Telangana,Hyderabad,2423,4154,21950,12411,20703,371,21914,2434,FastCharge,Ather Energy,Commercial,Type 2,192,185,Urban,Slow,12,581.82,233.6,135.91,5.86,14.64
Himachal Pradesh,Shimla,4876,11557,33584,18679,4074,41399,10234,10578,Power Station,ChargeZone,Private,GB/T,284,186,Rural,Fast,45,699.81,123.53,86.45,6.88,4.66
Ladakh,Leh,8682,33805,17715,41674,5224,19394,35538,5062,Charge Point,Fortum,Public,GB/T,348,187,Rural,Ultra Fast,39,492.06,232.9,114.6,1.43,3.35
Assam,Guwahati,27735,14360,35438,49337,44871,48427,40686,5888,Power Station,ChargeZone,Private,Type 2,137,188,Rural,Fast,25,346.25,24.32,8.42,0.15,2.55
Assam,Guwahati,44002,48504,23945,2460,11180,20377,40047,48806,FastCharge,Tata Power,Commercial,GB/T,124,189,Urban,Fast,21,274.79,172.14,47.3,3.66,0.94
Tripura,Agartala,28143,10897,15011,7383,2032,46418,35333,44228,Power Station,Fortum,Public,CHAdeMO,42,190,Urban,Slow,40,608.69,287.31,174.88,14.52,1.11
Arunachal Pradesh,Itanagar,19215,39834,42500,26404,25874,7638,30895,27607,FastCharge,ChargeZone,Commercial,GB/T,248,191,Urban,Slow,11,773.38,104.3,80.66,7.14,1.85
Odisha,Cuttack,49359,3103,13046,45393,25100,23234,21482,36733,FastCharge,ChargeZone,Public,CHAdeMO,210,192,Highway,Fast,20,399.58,48.85,19.52,0.2,3.18
Nagaland,Kohima,7135,17078,36054,8560,42672,39250,45856,42945,Power Station,IOCL,Private,Type 2,37,193,Urban,Fast,8,526.34,104.32,54.91,2.29,12.26
Jammu and Kashmir,Srinagar,27361,1034,6861,5450,49981,3366,15695,31054,Power Station,IOCL,Public,GB/T,15,194,Highway,Ultra Fast,38,447.35,184.55,82.56,5.08,7.78
Haryana,Faridabad,19165,31265,38323,36291,49869,21653,25748,36229,FastCharge,ChargeZone,Commercial,CHAdeMO,335,195,Rural,Fast,7,284.95,131.13,37.37,3.01,12.54
Bihar,Gaya,2210,11034,47990,18132,46303,36907,3753,37563,Power Station,IOCL,Private,CCS,227,196,Rural,Fast,40,341.25,129.93,44.34,4.2,4.44
Odisha,Bhubaneswar,44945,2821,13542,9104,6375,11839,24622,35017,EV Hub,IOCL,Private,CHAdeMO,174,197,Highway,Ultra Fast,8,229.87,239.16,54.98,0.65,10.06
Manipur,Imphal,8377,6463,2211,26285,30862,18173,34766,45563,Power Station,BPCL,Private,Type 2,234,198,Rural,Fast,15,290.19,284.77,82.64,8.16,3.28
Telangana,Hyderabad,16941,10773,4393,44372,29580,24245,14046,22474,Green Charge,Fortum,Private,GB/T,183,199,Semi-Urban,Slow,15,792.68,107.84,85.48,7.53,14.28
Bihar,Patna,31440,137,33547,48291,16135,36795,26434,21221,Green Charge,IOCL,Commercial,Type 2,219,200,Urban,Slow,9,346.64,428.13,148.41,1.65,10.15
Tripura,Agartala,30533,46218,19626,4775,24890,1266,39812,5732,EV Hub,Tata Power,Public,Type 2,48,201,Highway,Ultra Fast,5,412.24,256.2,105.62,4.55,1.75
Delhi,New Delhi,47231,45021,10939,21315,23568,31366,30028,33197,Power Station,BPCL,Commercial,Type 2,251,202,Semi-Urban,Slow,1,412.8,219.73,90.7,1.81,4.55
Nagaland,Kohima,34957,45184,22402,44973,7014,40778,21777,26805,FastCharge,Ather Energy,Public,CCS,210,203,Urban,Fast,8,251.05,479.2,120.3,2.34,8.29
Karnataka,Mysore,49433,49390,44971,38578,8167,27136,9102,39413,Charge Point,BPCL,Public,Type 2,148,204,Urban,Fast,4,748.77,299.44,224.21,17.06,10.86
Ladakh,Leh,35253,16412,37957,27987,26443,37700,11179,22550,EV Hub,Ather Energy,Public,GB/T,310,205,Semi-Urban,Slow,40,700.39,48.77,34.16,1.14,13.63
Telangana,Hyderabad,5005,21842,44184,17077,36565,44764,22278,38545,Charge Point,Fortum,Public,GB/T,12,206,Urban,Ultra Fast,19,255.82,99.56,25.47,2.27,4.46
Madhya Pradesh,Bhopal,11826,40513,5414,25941,36123,12247,13111,8605,EV Hub,EVRE,Private,CHAdeMO,146,207,Highway,Slow,11,425.63,476.44,202.79,10.66,14.19
Jammu and Kashmir,Srinagar,6227,16965,31678,29078,36348,19230,6252,48286,FastCharge,IOCL,Commercial,Type 2,187,208,Urban,Slow,4,459.66,386.31,177.57,5.26,6.17
Andaman and Nicobar Islands,Port Blair,32131,12776,24529,40389,10451,36207,11974,26710,Green Charge,Fortum,Commercial,GB/T,44,209,Urban,Ultra Fast,45,506.94,252.66,128.08,11.4,8.23
Kerala,Trivandrum,45157,46050,6658,26822,17461,22603,47773,18669,Green Charge,Fortum,Private,CCS,217,210,Highway,Ultra Fast,24,315.7,326.04,102.93,7.17,4.08
Assam,Guwahati,43866,4504,2637,10023,10848,48947,45443,37305,Power Station,EVRE,Commercial,GB/T,166,211,Urban,Fast,7,506.09,323.87,163.91,15.05,11.48
Maharashtra,Nagpur,18321,129,23572,36212,3590,15327,6364,19837,EV Hub,EVRE,Private,CCS,129,212,Urban,Slow,38,536.92,451.93,242.65,8.62,6.84
Meghalaya,Shillong,32517,23601,29171,21703,47340,20216,14127,37764,FastCharge,EVRE,Commercial,CCS,218,213,Highway,Fast,42,749.17,186.65,139.83,4.03,3.23
Arunachal Pradesh,Itanagar,6095,4816,11283,16924,13430,31709,28567,10004,Green Charge,EVRE,Public,GB/T,272,214,Rural,Fast,20,731.01,467.78,341.95,13.58,8.94
Gujarat,Ahmedabad,20201,41560,45671,32218,30914,22300,27389,31381,Green Charge,IOCL,Public,CHAdeMO,199,215,Rural,Ultra Fast,11,712.04,28.04,19.97,1.4,13.8
Karnataka,Mysore,13921,38312,32816,15031,26844,35220,18437,13433,Power Station,Tata Power,Public,CCS,117,216,Urban,Slow,28,503.71,213.45,107.52,6.13,5.57
Uttarakhand,Dehradun,44370,17280,29479,16567,44256,42285,16842,49581,Charge Point,Tata Power,Private,CHAdeMO,210,217,Highway,Fast,4,447.91,401.84,179.99,9.24,5.12
Tamil Nadu,Coimbatore,5398,39955,12024,24403,27587,7781,14200,21606,Power Station,BPCL,Public,CCS,238,218,Urban,Slow,14,454.62,201.94,91.81,5.3,10.78
Uttarakhand,Dehradun,29910,15127,30205,28470,28874,28132,25299,43329,EV Hub,Tata Power,Private,Type 2,81,219,Urban,Fast,46,650.44,234.51,152.53,7.48,3.48
Kerala,Trivandrum,30376,37860,43508,16387,32243,44875,14441,31134,Charge Point,EVRE,Private,CHAdeMO,335,220,Highway,Ultra Fast,39,463.96,62.51,29,1.87,7.52
Maharashtra,Pune,16508,2081,44170,29111,49045,40772,28306,28685,Green Charge,Tata Power,Public,CCS,317,221,Rural,Ultra Fast,43,400.44,299.07,119.76,3.93,8.59
Punjab,Amritsar,39285,32200,23195,40966,34721,5023,40397,22839,Green Charge,IOCL,Private,Type 2,106,222,Highway,Fast,34,752.53,297.38,223.79,19.72,1.35
Nagaland,Kohima,5362,38374,30697,19891,26774,19532,15765,37470,FastCharge,Ather Energy,Private,Type 2,25,223,Rural,Slow,9,544.9,348.81,190.07,6.25,9.89
Nagaland,Kohima,38295,37884,2345,34201,80,33973,38755,41190,EV Hub,Ather Energy,Commercial,CHAdeMO,186,224,Rural,Fast,23,789.01,260.91,205.86,7.96,0.93
Tamil Nadu,Coimbatore,48705,27174,17153,23404,17265,5024,44728,20806,Charge Point,Fortum,Commercial,CCS,32,225,Rural,Fast,27,494.87,398.79,197.35,5.4,14.99
Uttarakhand,Dehradun,41476,28888,21086,25667,47514,44690,27415,25019,Power Station,BPCL,Public,Type 2,178,226,Semi-Urban,Fast,19,227.84,123.79,28.2,1.1,9.5
West Bengal,Kolkata,11142,32213,34014,39077,38977,14266,7911,47569,Charge Point,Ather Energy,Commercial,Type 2,191,227,Rural,Fast,3,621.68,199.07,123.76,7.26,8.53
Meghalaya,Shillong,22459,3257,48873,43987,20518,28155,36431,42977,EV Hub,IOCL,Public,GB/T,287,228,Highway,Slow,10,317.84,63.09,20.05,1.31,4.13
Kerala,Trivandrum,49295,11883,41839,49349,29899,29338,37422,5252,Charge Point,Ather Energy,Public,CCS,169,229,Semi-Urban,Fast,41,414.7,479.06,198.67,16.94,7.34
Meghalaya,Shillong,21649,48980,651,18187,9260,42367,40533,35580,Green Charge,ChargeZone,Public,CHAdeMO,204,230,Semi-Urban,Slow,7,684.25,168.63,115.39,3.83,14.14
Ladakh,Leh,5509,30034,21494,11953,49528,10050,14558,7120,FastCharge,ChargeZone,Commercial,GB/T,270,231,Semi-Urban,Ultra Fast,42,500.84,249.05,124.73,1.48,4
Goa,Margao,9662,10635,19263,38542,2923,31085,43348,12929,Power Station,Fortum,Commercial,CCS,122,232,Highway,Slow,7,262.59,218.28,57.32,4.79,3.59
Jharkhand,Ranchi,46873,11375,5708,49487,13873,29924,43975,33327,EV Hub,Fortum,Public,Type 2,222,233,Urban,Slow,14,725.4,423.99,307.56,15.9,9.46
Bihar,Gaya,43554,23344,7767,39873,41420,1588,48751,32490,Charge Point,ChargeZone,Public,CCS,180,234,Rural,Fast,46,448.11,363.51,162.89,6.77,8.07
Telangana,Hyderabad,12296,6419,36922,565,22481,42515,47430,24973,Charge Point,Fortum,Commercial,Type 2,177,235,Urban,Slow,16,692.95,114.18,79.12,4.12,1.39
Telangana,Hyderabad,19633,45870,39623,40809,27989,20124,17817,16923,Power Station,Fortum,Private,CCS,58,236,Rural,Slow,44,243.46,443.86,108.06,2.79,2.91
Gujarat,Surat,30915,42957,41701,44669,37560,21753,15922,48464,Charge Point,EVRE,Public,CCS,217,237,Semi-Urban,Ultra Fast,44,414.92,54.32,22.54,1.31,0.57
Mizoram,Aizawl,42451,40249,19702,7626,38043,19735,34851,394,FastCharge,BPCL,Public,CCS,120,238,Rural,Ultra Fast,28,547.83,90.02,49.32,2.08,13.42
Bihar,Patna,32519,46237,3595,311,23540,8456,33539,12849,FastCharge,Tata Power,Private,CHAdeMO,216,239,Highway,Fast,35,282.08,444.87,125.49,10.75,11.72
West Bengal,Kolkata,13390,8659,3602,37888,21911,28407,23130,5029,EV Hub,EVRE,Commercial,CHAdeMO,322,240,Urban,Slow,15,505.27,352.75,178.23,3.2,13.01
Goa,Margao,42400,42028,19671,34644,3313,49400,11396,12199,FastCharge,Ather Energy,Private,CHAdeMO,260,241,Semi-Urban,Slow,11,522.09,48.85,25.5,1.94,13.35
Tripura,Agartala,41883,23565,4994,2664,16882,38822,44411,35821,EV Hub,Tata Power,Private,Type 2,96,242,Semi-Urban,Fast,48,270.14,182.31,49.25,2.74,10.44
Telangana,Hyderabad,28961,11924,26615,8677,46065,14357,39333,29448,FastCharge,Tata Power,Private,GB/T,100,243,Semi-Urban,Ultra Fast,35,593.07,35.65,21.14,0.95,7.41
Tamil Nadu,Coimbatore,29799,38005,11963,2757,30802,20448,13309,26980,Charge Point,EVRE,Public,Type 2,35,244,Highway,Ultra Fast,13,654.35,332.26,217.41,3.05,13.27
Lakshadweep,Kavaratti,36533,13336,836,34274,14625,19293,41518,33893,Green Charge,IOCL,Public,CCS,237,245,Rural,Slow,48,721.81,46.18,33.33,0.51,6.12
Jammu and Kashmir,Jammu,28161,20125,15994,3410,43608,39553,13086,14782,Charge Point,Ather Energy,Commercial,GB/T,268,246,Urban,Ultra Fast,37,728.24,306.23,223.01,2.32,11.04
Chandigarh,Chandigarh,25766,3238,25025,49306,28644,2551,47379,3976,Green Charge,BPCL,Commercial,GB/T,126,247,Urban,Ultra Fast,17,784.21,235.65,184.8,15.89,14.2
Himachal Pradesh,Shimla,36111,49001,18676,47620,37410,14415,20155,12773,FastCharge,Fortum,Private,CCS,99,248,Highway,Fast,9,541.12,77.32,41.84,1.34,0.51
Lakshadweep,Kavaratti,6060,45749,9018,49277,13503,33914,34217,45567,Green Charge,IOCL,Public,CCS,272,249,Highway,Ultra Fast,16,370.37,475.52,176.12,7.97,9.7
Mizoram,Aizawl,2508,47326,46766,34316,45594,48201,34926,6945,Charge Point,ChargeZone,Private,CHAdeMO,87,250,Rural,Ultra Fast,16,445.65,271.47,120.98,3.13,5.56
Dadra and Nagar Haveli and Daman and Diu,Silvassa,42592,47303,11045,48042,32720,13196,13578,8209,Power Station,IOCL,Public,CCS,168,251,Urban,Fast,14,490.9,422.12,207.22,17.35,3
Chhattisgarh,Raipur,23602,2617,24647,49656,8513,16555,45885,37389,Power Station,BPCL,Public,CCS,289,252,Urban,Slow,49,661.67,294.05,194.56,15.54,7.13
Telangana,Hyderabad,33243,12338,36890,2491,4432,23721,26497,19990,EV Hub,IOCL,Public,GB/T,18,253,Rural,Ultra Fast,20,423.13,271.96,115.07,1.5,8.73
Ladakh,Leh,26587,27636,14710,11669,22228,10910,37909,17740,Green Charge,Fortum,Public,Type 2,166,254,Semi-Urban,Slow,21,658.75,256.21,168.78,3.6,2.08
Nagaland,Kohima,40938,23211,16814,25577,20685,6121,42091,16730,EV Hub,Fortum,Private,CHAdeMO,179,255,Semi-Urban,Slow,42,728.77,152.86,111.4,5.16,2.22
Rajasthan,Udaipur,5717,48903,20792,9055,25508,19423,32195,7782,Green Charge,BPCL,Private,CHAdeMO,249,256,Semi-Urban,Slow,33,780.95,46.3,36.16,3.02,5.66
Maharashtra,Pune,40776,22316,10288,44859,5939,48309,44673,18685,EV Hub,BPCL,Public,CCS,172,257,Rural,Fast,9,367.45,497.1,182.66,15.94,12.22
Tamil Nadu,Coimbatore,10795,33829,32872,13786,24898,30846,36582,32039,FastCharge,Ather Energy,Public,GB/T,247,258,Urban,Fast,45,579.49,94.12,54.54,4.21,3.8
Lakshadweep,Kavaratti,28942,6611,10672,47392,10867,10108,40604,32926,EV Hub,IOCL,Commercial,GB/T,192,259,Semi-Urban,Fast,18,357.9,256.19,91.69,6.81,2.82
Lakshadweep,Kavaratti,29779,45937,26795,35342,46045,9513,31473,3953,Power Station,Ather Energy,Commercial,Type 2,236,260,Semi-Urban,Ultra Fast,10,613.88,278.69,171.08,2.87,13.12
Chhattisgarh,Raipur,6809,4518,11915,40645,29081,12764,49555,27941,Power Station,EVRE,Private,Type 2,136,261,Rural,Ultra Fast,23,431.02,484.62,208.88,8.09,10.89
Manipur,Imphal,21316,14857,32553,29041,45901,2519,19951,39387,Charge Point,Fortum,Private,CCS,235,262,Semi-Urban,Ultra Fast,4,767.88,255.83,196.45,7.88,13.17
Lakshadweep,Kavaratti,2457,11665,18959,10649,2387,37105,17456,7793,EV Hub,ChargeZone,Private,CHAdeMO,285,263,Highway,Ultra Fast,11,787.01,79.83,62.83,4.76,4.81
Meghalaya,Shillong,32659,23674,21791,49238,13251,21677,28920,15067,Green Charge,EVRE,Commercial,CHAdeMO,151,264,Urban,Slow,22,325.65,101.67,33.11,0.76,7.35
Telangana,Hyderabad,46410,15433,36038,40829,46387,30205,36795,46515,EV Hub,EVRE,Private,CCS,199,265,Semi-Urban,Slow,7,591.13,271.85,160.7,3.07,3.09
Ladakh,Leh,3328,1570,39204,9190,39115,19497,3485,13615,FastCharge,IOCL,Public,Type 2,111,266,Urban,Slow,28,222.97,467.53,104.25,10.17,14.07
Manipur,Imphal,24250,15567,30643,14923,37164,38896,3008,2166,EV Hub,Ather Energy,Commercial,CHAdeMO,245,267,Semi-Urban,Slow,31,787.03,421.78,331.95,21.66,13.65
Manipur,Imphal,49637,8842,49903,13043,391,34478,41339,35196,FastCharge,EVRE,Public,CCS,297,268,Urban,Ultra Fast,3,284.06,381.19,108.28,9.34,0.23
Andaman and Nicobar Islands,Port Blair,10784,24516,20718,27756,7187,2067,6310,9203,Charge Point,ChargeZone,Commercial,CHAdeMO,285,269,Rural,Fast,34,763.68,77.33,59.06,0.68,1.51
Karnataka,Bangalore,37698,40234,35558,44861,36849,23947,29700,10251,Power Station,Tata Power,Commercial,CCS,66,270,Semi-Urban,Ultra Fast,23,695.56,231.01,160.68,7.1,12.54
Rajasthan,Jaipur,19062,8824,41949,27464,14451,10521,17865,32024,Power Station,EVRE,Private,CHAdeMO,144,271,Rural,Ultra Fast,42,261.41,375.46,98.15,6.26,0.47
Uttar Pradesh,Noida,514,43487,38517,15948,1880,37760,29138,1276,EV Hub,IOCL,Public,Type 2,149,272,Urban,Fast,6,504.73,449.1,226.67,13.93,3.81
Punjab,Amritsar,11424,39236,5118,30209,48338,6561,6281,40406,Green Charge,ChargeZone,Private,GB/T,19,273,Urban,Ultra Fast,6,300.82,402.8,121.17,2.87,11.63
Karnataka,Bangalore,40954,27548,27085,21643,23815,48059,33891,32346,Power Station,EVRE,Public,CCS,168,274,Urban,Slow,38,594.49,187.48,111.45,5.45,0.48
Meghalaya,Shillong,35795,27864,12419,38566,8684,31449,21705,49376,Green Charge,ChargeZone,Public,Type 2,219,275,Highway,Slow,26,458.28,374.48,171.62,8.73,9.44
Manipur,Imphal,9793,1601,10208,16071,13302,49131,29174,26423,FastCharge,BPCL,Private,GB/T,86,276,Highway,Slow,35,437.79,136.9,59.93,3.78,1.52
Jharkhand,Ranchi,48072,16898,39130,28821,30272,25573,18409,39137,Power Station,IOCL,Commercial,CHAdeMO,59,277,Semi-Urban,Fast,32,581.97,434.64,252.95,7.43,6.93
Andhra Pradesh,Guntur,48142,41704,36418,4898,18399,22507,9354,22581,EV Hub,IOCL,Commercial,GB/T,118,278,Urban,Fast,38,661.94,35.39,23.43,1.21,12.48
Chhattisgarh,Bhilai,31908,41373,28529,28751,11014,20846,4912,38912,Green Charge,Tata Power,Public,CCS,341,279,Highway,Fast,33,307.37,257.25,79.07,7.54,13.02
Dadra and Nagar Haveli and Daman and Diu,Silvassa,6687,36185,25071,367,28160,15517,32150,27806,Charge Point,BPCL,Commercial,CHAdeMO,147,280,Semi-Urban,Ultra Fast,44,700.58,485.62,340.22,32.2,4.42
Assam,Silchar,15202,48483,43577,24646,41391,23284,6462,9761,Green Charge,IOCL,Private,CCS,329,281,Semi-Urban,Fast,35,242.7,20.38,4.95,0.31,0.22
Uttar Pradesh,Kanpur,45495,30316,6267,26103,27465,32411,1794,3294,Charge Point,Ather Energy,Private,GB/T,176,282,Highway,Fast,17,362.22,437.18,158.36,5.33,6.91
Jharkhand,Ranchi,12129,3696,35461,46871,19718,44225,15166,38355,EV Hub,Tata Power,Public,GB/T,279,283,Highway,Slow,15,688.44,35.71,24.58,1.56,14.3
Gujarat,Vadodara,11394,31424,40496,2059,14905,21077,42545,7644,Charge Point,Ather Energy,Commercial,CCS,63,284,Rural,Fast,42,453.53,195.47,88.65,5.67,9.99
Karnataka,Bangalore,47098,5659,45398,7124,10573,49485,41651,3820,Power Station,Ather Energy,Commercial,GB/T,25,285,Highway,Fast,45,728.35,417.71,304.24,24.38,11.91
Puducherry,Puducherry,27465,24731,13886,4251,32361,46057,27031,1898,FastCharge,IOCL,Private,Type 2,290,286,Rural,Ultra Fast,26,542.79,137.14,74.44,5.26,0.21
Chandigarh,Chandigarh,44530,22551,3404,20522,25757,28701,1602,40171,Green Charge,IOCL,Public,GB/T,253,287,Rural,Slow,35,412.65,297.45,122.74,5.85,4.72
Arunachal Pradesh,Itanagar,3146,37823,21929,73,25571,895,45525,4135,EV Hub,Tata Power,Commercial,CHAdeMO,200,288,Rural,Fast,40,532.78,64.3,34.26,2.22,10.56
